TF	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
H3F3B	-0.002	0.501	1.208	0.438	0.414	0.3132
UBE2I	0.209	0.4173	0.393	0.448	0.418	0.3206
XCL1	0.344	0.3652	-0.109	0.454	0.418	0.3206
ZNF169	0.033	0.4867	1.042	0.439	0.418	0.3214
KLF15	-0.119	0.5474	-1.182	0.517	0.419	0.3221
MECOM	0.174	0.4311	0.538	0.446	0.42	0.3236
SCRT2	0.174	0.4311	0.661	0.443	0.42	0.3251
KLF5	-0.674	0.7497	-0.599	0.542	0.423	0.3311
ZNF770	0.142	0.4436	0.633	0.444	0.423	0.3311
ING2	0.317	0.3757	-0.148	0.453	0.423	0.3318
CDK12	0.348	0.3641	-0.248	0.454	0.425	0.3356
HCFC1R1	0.09	0.4642	0.801	0.442	0.425	0.3356
LEO1	0.226	0.4107	0.186	0.449	0.426	0.3364
KDM5B	-0.092	0.5366	-1.284	0.511	0.426	0.3371
DNMT1	-0.511	0.6953	-0.496	0.514	0.427	0.3401
SP1	-0.452	0.6744	-1.418	0.557	0.429	0.3439
ZNF28	0.143	0.4432	0.403	0.444	0.43	0.3454
NR0B1	0.426	0.3351	-0.592	0.458	0.43	0.3462
SOX4	0.141	0.4439	0.457	0.442	0.431	0.3485
ZNF549	-0.053	0.5212	1.059	0.435	0.432	0.35
TRAF7	0.208	0.4175	-1.208	0.484	0.433	0.3516
MLLT1	-0.663	0.7465	-1.156	0.552	0.435	0.3554
ZNF273	0.408	0.3415	-0.639	0.458	0.435	0.3562
ATF7IP	-0.38	0.6479	0.936	0.451	0.438	0.3631
ZNF257	0.212	0.4161	-0.156	0.448	0.441	0.3693
FOXA1	-1.762	0.9609	0.976	0.537	0.444	0.3755
TFAP2A	-0.308	0.6211	0.262	0.457	0.448	0.3833
SMN1	-0.196	0.5776	1.203	0.428	0.45	0.3896
RBPJ	-1.197	0.8843	-1.339	0.636	0.451	0.3911
ZFP28	-0.266	0.6047	1.032	0.434	0.452	0.3935
SRC	-0.352	0.6378	-0.203	0.468	0.453	0.3951
ICE2	0.121	0.4518	0.015	0.443	0.454	0.3966
ZNF2	-0.193	0.5765	-0.925	0.483	0.454	0.3982
EGR3	0.064	0.4744	0.189	0.441	0.455	0.3998
MAZ	-0.029	0.5115	-1.739	0.51	0.458	0.4053
ILK	-0.29	0.6139	0.936	0.436	0.458	0.4053
ZNF585A	-0.015	0.506	0.336	0.437	0.459	0.4077
KLF4	-0.825	0.7953	-0.299	0.494	0.459	0.4093
ZNF436	-0.103	0.5411	0.683	0.433	0.46	0.4101
TET3	-0.029	0.5117	-1.109	0.475	0.46	0.4109
ZTA	-0.369	0.644	1.063	0.435	0.46	0.4117
ZNF17	-0.203	0.5805	1.052	0.427	0.46	0.4117
CLOCK	-0.289	0.6138	0.947	0.432	0.462	0.4148
TRIM25	-0.246	0.5971	-0.97	0.482	0.462	0.4156
GFI1B	-0.445	0.6719	-0.091	0.465	0.463	0.4164
SETD1A	0.232	0.4084	-1.162	0.461	0.464	0.4188
CBX8	0.091	0.4638	-0.916	0.464	0.464	0.4204
NFIA	-0.157	0.5625	0.441	0.437	0.465	0.4212
ZNF649	-0.348	0.6362	1.424	0.421	0.466	0.4236
CENPT	-0.298	0.6171	1.239	0.424	0.466	0.4236
SP140	-0.132	0.5526	0.21	0.44	0.466	0.4244
ZNF586	-0.332	0.6302	1.347	0.422	0.467	0.4268
ZNF441	0.257	0.3985	-0.761	0.45	0.469	0.43
TBP	-0.532	0.7025	-1.643	0.537	0.469	0.4308
ARNT	-0.479	0.6839	-0.342	0.472	0.469	0.4316
PKNOX1	-0.174	0.5689	0.308	0.437	0.473	0.4388
POLR3A	-0.366	0.643	-0.29	0.46	0.475	0.4428
ZNF780A	-0.226	0.5893	0.806	0.426	0.475	0.4444
KDM4A	0.101	0.4599	-0.567	0.45	0.476	0.446
LANA	0.048	0.4808	-0.994	0.46	0.477	0.4484
ZNF140	-0.537	0.7042	1.011	0.435	0.477	0.4492
L3MBTL2	-0.006	0.5023	-0.25	0.441	0.478	0.4516
EGR1	-0.421	0.6631	-1.553	0.504	0.48	0.4557
ZNF429	-0.227	0.5897	0.692	0.426	0.481	0.4581
ZNF304	-0.261	0.6031	0.794	0.425	0.482	0.4605
CHD2	-0.43	0.6665	-1.74	0.523	0.483	0.4629
NFIL3	-0.143	0.5568	0.239	0.43	0.484	0.4637
UHRF2	0.218	0.4139	-0.974	0.448	0.484	0.4637
EZH1	-0.327	0.628	-1.698	0.504	0.485	0.4661
MYBL2	-0.007	0.5027	-0.23	0.437	0.485	0.4661
NOTCH1	-0.752	0.7741	-1.053	0.496	0.485	0.4669
C11orf30	-0.288	0.6132	0.033	0.441	0.487	0.4702
NR2F1	-0.429	0.6662	0.119	0.446	0.488	0.4726
CHD5	-0.172	0.5684	0.241	0.429	0.489	0.475
PRDM12	-0.368	0.6434	1.067	0.42	0.489	0.475
LARP7	-0.834	0.7978	0.061	0.463	0.489	0.4758
ELF1	-0.586	0.7211	-1.49	0.505	0.49	0.4766
GTF3C2	0.015	0.4939	-0.847	0.451	0.49	0.4766
ZNF331	-0.355	0.6387	1.027	0.421	0.49	0.4766
CHD8	-0.807	0.7903	-0.646	0.484	0.491	0.4807
FOXO3	-0.476	0.6828	-0.921	0.475	0.493	0.4847
BRD3	-0.803	0.7891	-1.549	0.52	0.495	0.4896
ZFP64	-0.442	0.6707	-0.171	0.449	0.496	0.4912
HSF1	-0.462	0.6779	-1.449	0.487	0.496	0.4912
HDGF	-1.229	0.8905	-0.702	0.518	0.498	0.4952
CBX6	-0.15	0.5595	-0.917	0.453	0.499	0.4976
IKZF2	-0.112	0.5447	-0.369	0.438	0.499	0.4976
IRAK4	0.15	0.4405	-1.019	0.445	0.499	0.4985
ZMYND8	-0.211	0.5836	-1.373	0.466	0.5	0.4993
BCAT1	-0.242	0.5954	0.154	0.43	0.5	0.4993
DPF2	-0.542	0.7062	0.201	0.443	0.501	0.5017
TRIM24	-0.359	0.64	-0.415	0.451	0.501	0.5025
TTF2	-0.319	0.6252	-0.873	0.459	0.501	0.5033
HNF4G	-0.538	0.7049	0.375	0.436	0.505	0.5114
ZNF554	-0.175	0.5696	-0.05	0.429	0.505	0.5114
ZSCAN16	-0.753	0.7743	-1.453	0.496	0.505	0.5122
KDM4C	0.15	0.4403	-1.243	0.445	0.506	0.513
ADNP	-0.189	0.5751	-0.302	0.436	0.506	0.513
ZNF674	0.111	0.4558	-0.991	0.443	0.507	0.5162
ZNF765	-0.381	0.6484	0.792	0.42	0.508	0.5179
ZNF605	-0.315	0.6234	0.43	0.423	0.508	0.5179
PAX6	-1.046	0.8523	-0.329	0.478	0.508	0.5187
ZNF664	-0.262	0.6034	-0.221	0.434	0.509	0.5211
CAMTA2	-0.233	0.5922	0.074	0.426	0.51	0.5219
MBD4	-0.107	0.5427	-0.382	0.432	0.51	0.5235
RYBP	-0.158	0.5626	-1.522	0.463	0.511	0.5251
ZNF611	-0.068	0.5273	-0.53	0.434	0.512	0.5276
INTS11	0.12	0.4523	-1.299	0.445	0.513	0.5284
MTA3	-1.355	0.9123	-1.432	0.545	0.513	0.53
ZFX	-0.431	0.6669	-0.957	0.461	0.514	0.5308
ZNF343	0.113	0.4549	-1.267	0.443	0.515	0.534
SMARCC2	-0.095	0.5377	-0.565	0.434	0.516	0.5356
ZBTB17	-0.635	0.73740000000000006	-1.087	0.47	0.518	0.5397
PRDM11	-0.316	0.624	-1.455	0.464	0.518	0.5405
ARID5B	-0.138	0.5551	-0.5	0.431	0.52	0.5445
ZNF563	-0.385	0.6499	0.447	0.419	0.52	0.5453
ETV1	-0.352	0.6376	-1.148	0.456	0.521	0.5469
HDAC1	-0.988	0.8383	-1.656	0.524	0.522	0.5493
ZNF44	-0.141	0.5559	-0.523	0.43	0.523	0.5517
BRPF3	0.102	0.4595	-1.485	0.446	0.523	0.5517
EGR2	-0.303	0.619	-0.747	0.444	0.524	0.5541
SMARCA5	-0.557	0.7114	-0.073	0.438	0.524	0.5541
ZNF788	-0.503	0.6925	0.064	0.432	0.525	0.5565
ZNF800	-0.496	0.6902	0.434	0.422	0.527	0.5598
AHR	-1.009	0.8436	0.369	0.446	0.527	0.5606
USF2	-0.911	0.8188	-1.704	0.508	0.528	0.5622
PR	-3.191	0.9993	0.218	0.515	0.531	0.5694
SIRT6	-0.338	0.6321	0.008	0.422	0.533	0.5734
ESRRA	-0.683	0.7528	-1.384	0.471	0.534	0.5766
ZNF366	-0.316	0.6239	-0.895	0.44	0.537	0.5837
ZNF35	-0.171	0.5677	-0.682	0.429	0.538	0.5845
HDAC6	-0.678	0.7512	-1.223	0.463	0.539	0.5869
EHMT2	-1.875	0.9696	0.168	0.484	0.541	0.5909
MYF5	-0.285	0.6123	-0.408	0.424	0.543	0.5956
POLR2M	-0.643	0.74	-1.787	0.484	0.543	0.5964
ZNF618	-0.287	0.613	-0.384	0.424	0.543	0.5964
YBX1	-1.112	0.8668	0.922	0.426	0.548	0.6067
ZNF786	-0.077	0.5306	-1.334	0.434	0.549	0.609
NBN	-1.317	0.906	-0.973	0.485	0.55	0.6122
FEZF1	-0.565	0.7141	-0.208	0.426	0.552	0.6153
ZNF573	-0.528	0.7014	0.273	0.412	0.554	0.6192
SPDEF	-0.966	0.8331	-1.256	0.468	0.555	0.6231
CHD7	-0.961	0.8318	-0.762	0.456	0.56	0.6324
BCL3	-2.03	0.9788	-1.298	0.537	0.561	0.6347
E2F5	-0.309	0.6214	-1.028	0.43	0.562	0.6371
CCNT2	-0.184	0.573	-1.289	0.429	0.564	0.6425
ZNF175	-0.976	0.8356	0.126	0.43	0.566	0.6455
ARID2	-0.361	0.641	-1.62	0.449	0.567	0.6471
ZNF93	-0.373	0.6455	-0.505	0.42	0.567	0.6486
ZBTB40	-1.805	0.9645	-1.838	0.568	0.568	0.6501
TAF1	-1.055	0.8544	-1.693	0.486	0.57	0.6539
MXI1	-0.771	0.7797	-2.291	0.513	0.57	0.6547
ZNF778	-0.607	0.728	-0.681	0.433	0.571	0.6562
BACH1	-0.897	0.8152	-0.845	0.445	0.572	0.6577
ZNF263	-0.463	0.6785	-1.323	0.439	0.573	0.66
PTTG1	-0.789	0.785	0.288	0.411	0.574	0.6623
KLF6	-0.199	0.5788	-1.409	0.428	0.575	0.6645
MECP2	-0.543	0.7065	-1.678	0.455	0.576	0.666
ZNF320	-0.854	0.8034	0.196	0.416	0.576	0.6668
TFAP2C	-1.391	0.9179	-0.279	0.453	0.577	0.6683
MBD1	-0.436	0.6685	-1.465	0.439	0.578	0.6706
ESR1	-16.455	1	-0.308	0.501	0.579	0.6736
ZNF318	-0.924	0.8224	-0.472	0.433	0.581	0.6773
INTS3	-0.177	0.5703	-1.563	0.429	0.582	0.6788
MYC	-4.029	1	-1.665	0.577	0.582	0.6795
PRDM10	-0.328	0.6286	-1.308	0.427	0.582	0.6803
OSR2	-0.692	0.7556	-0.484	0.424	0.583	0.6825
MBD2	-1.645	0.95	-1.839	0.532	0.585	0.6855
NFYB	-1.119	0.8684	-1.374	0.462	0.585	0.6862
LMTK3	-0.986	0.8379	0.033	0.421	0.589	0.6935
ZNF354C	-0.821	0.7943	0.451	0.396	0.593	0.7023
GLIS1	-0.778	0.7817	-1.306	0.438	0.596	0.7073
MED1	-4.097	1	-1.855	0.581	0.596	0.7088
ASH1L	-0.312	0.6224	-1.448	0.423	0.597	0.7095
CREM	-0.979	0.8363	-0.862	0.438	0.597	0.7102
ZNF134	-0.564	0.7138	-0.431	0.41	0.599	0.7131
MKL1	-0.398	0.6547	-1.182	0.419	0.6	0.7166
ZNF547	-0.988	0.8383	-1.553	0.455	0.603	0.7216
ZNF707	-1.191	0.8832	0.269	0.415	0.603	0.7223
PTRF	-0.97	0.8341	0.226	0.407	0.603	0.7223
SOX9	-0.854	0.8035	-1.718	0.454	0.604	0.7237
ZNF589	-0.629	0.7355	-0.984	0.423	0.604	0.7244
KDM5C	-0.65	0.7421	-1.614	0.439	0.605	0.7251
PLRG1	-1.165	0.8779	0.658	0.406	0.605	0.7251
ZNF600	-0.454	0.6751	-1.368	0.424	0.605	0.7258
POLR2A	-18.108	1	-1.826	0.57	0.606	0.7286
PPARG	-3.544	0.9998	-1.086	0.503	0.608	0.7314
BPTF	-0.275	0.6085	-1.692	0.424	0.609	0.7328
STAT2	-1.073	0.8583	-1.317	0.447	0.61	0.7349
CD59	-0.537	0.7042	-0.782	0.411	0.61	0.7363
ZNF217	-0.814	0.7923	0.033	0.396	0.613	0.7411
SOX13	-0.746	0.7722	-0.688	0.416	0.614	0.7431
PITX3	-0.663	0.7462	-0.47	0.405	0.615	0.7445
CDK6	-0.349	0.6364	-1.594	0.421	0.615	0.7452
ZC3H8	-0.872	0.8085	-1.381	0.434	0.617	0.7486
ZNF467	-0.427	0.6653	-1.43	0.417	0.617	0.7493
HHEX	-0.94	0.8264	-0.19	0.406	0.619	0.7519
RFX5	-1.207	0.8864	-2.09	0.485	0.62	0.754
LEF1	-1.086	0.8612	-1.541	0.45	0.62	0.754
SIX1	-0.982	0.8369	-0.505	0.419	0.62	0.754
GTF3C5	-0.273	0.6075	-1.981	0.431	0.621	0.7566
HDAC2	-1.386	0.9171	-2.548	0.534	0.622	0.7586
REST	-7.683	1	-0.379	0.471	0.622	0.7586
ZNF292	-0.906	0.8176	0.152	0.391	0.622	0.7586
TCOF1	-0.396	0.6539	-1.593	0.419	0.624	0.7619
GATAD2B	-1.427	0.9232	-1.758	0.474	0.625	0.7639
GABPA	-2.308	0.9895	-1.629	0.503	0.625	0.7646
EGLN2	-0.446	0.6723	-1.458	0.416	0.625	0.7646
SON	-0.661	0.7458	-0.722	0.405	0.629	0.7704
DDX20	-1.298	0.9029	-0.641	0.432	0.629	0.7704
ZBTB42	-0.621	0.7325	-0.932	0.407	0.63	0.7724
BRD1	-0.338	0.6323	-1.768	0.422	0.63	0.7724
NEUROG2	-1.641	0.9496	0.021	0.427	0.631	0.7749
NFATC3	-0.498	0.6906	-1.409	0.413	0.631	0.7749
TEAD2	-0.997	0.8406	-0.305	0.408	0.632	0.7756
POLR2H	-0.688	0.7541	-1.195	0.414	0.633	0.7788
NR5A2	-1.371	0.9148	-0.158	0.418	0.634	0.7801
CHAMP1	-0.799	0.788	-1.212	0.417	0.635	0.7813
E2F2	-0.669	0.7483	-0.885	0.405	0.636	0.7838
SCML2	-0.716	0.7629	-1.685	0.428	0.638	0.7876
ZNF483	-0.458	0.6767	-1.622	0.415	0.641	0.7925
ZEB2	-0.956	0.8305	-1.564	0.43	0.644	0.7968
SF1	-0.996	0.8403	0.143	0.386	0.644	0.7968
SETDB1	-2.799	0.9974	-0.938	0.465	0.646	0.8011
E2F6	-0.771	0.7798	-2.045	0.442	0.648	0.8035
ZBTB6	-0.892	0.8139	-1.56	0.424	0.648	0.8041
UBTF	-0.863	0.8059	-1.919	0.439	0.648	0.8046
MEF2D	-0.988	0.8383	-0.54	0.405	0.65	0.807
ZNF584	-0.933	0.8245	-1.2	0.416	0.65	0.8076
MORC2	-1.415	0.9215	-1.535	0.447	0.65	0.8076
ZNF768	-0.928	0.8233	-0.327	0.39	0.651	0.8082
HIC1	-0.545	0.707	-1.874	0.424	0.652	0.81
ZNF121	-1.029	0.8482	-1.67	0.435	0.653	0.8117
HAND2	-0.998	0.8408	-0.081	0.386	0.654	0.8129
HEXIM1	-0.932	0.8244	-2.226	0.456	0.655	0.8146
YY1	-4.054	1	-1.939	0.514	0.656	0.8169
MAPK1	-0.806	0.7898	-2.034	0.438	0.657	0.8186
KLF12	-0.488	0.6874	-1.752	0.414	0.659	0.8214
ZNF585B	-1.205	0.886	-0.263	0.399	0.66	0.8237
ZNF488	-1.248	0.894	-0.208	0.398	0.662	0.8259
PPARD	-0.665	0.7471	-1.463	0.405	0.663	0.8276
ASCL1	-3.949	1	-0.317	0.445	0.663	0.8281
PBX2	-1.685	0.954	-1.544	0.453	0.664	0.8298
ZNF287	-1.123	0.8694	0.109	0.378	0.666	0.832
NEUROD1	-2.121	0.983	-0.845	0.445	0.666	0.8325
E2F1	-5.68	1	-2.108	0.526	0.67	0.8384
ZNF8	-1.464	0.9284	-0.92	0.424	0.67	0.8389
ZBTB26	-0.709	0.7608	-2.277	0.441	0.671	0.8394
HOXA4	-0.43	0.6663	-2.044	0.417	0.673	0.842
ZNF438	-0.924	0.8222	-1.578	0.415	0.673	0.8426
HMGN3	-0.488	0.6871	-1.973	0.414	0.675	0.8457
PAF1	-2.31	0.9896	-1.639	0.466	0.675	0.8462
IRF9	-1.229	0.8904	-0.413	0.396	0.676	0.8467
ASH2L	-1.232	0.891	-0.542	0.401	0.677	0.8477
KAT7	-0.501	0.6918	-1.968	0.413	0.678	0.8492
POLR2B	-1.123	0.8694	-1.756	0.43	0.678	0.8492
TAF3	-0.594	0.7239	-1.812	0.408	0.678	0.8502
ZKSCAN5	-0.386	0.6503	-2.2	0.419	0.68	0.8527
GLYR1	-0.418	0.662	-2.144	0.418	0.681	0.8542
CREB1	-3.372	0.9996	-2.435	0.54	0.682	0.8547
ZBTB48	-2.174	0.9851	-0.693	0.435	0.682	0.8552
RB1	-1.959	0.9749	-1.84	0.465	0.683	0.8562
SP7	-0.551	0.7093	-2.087	0.42	0.683	0.8562
SUPT5H	-2.117	0.9829	-1.823	0.466	0.683	0.8571
NCAPG2	-1.13	0.8707	-0.256	0.378	0.684	0.8576
H2AFX	-1.811	0.9649	-0.392	0.419	0.684	0.8581
ZSCAN20	-0.891	0.8135	-1.617	0.407	0.684	0.8586
XBP1	-1.67	0.9525	-1.57	0.443	0.684	0.8586
E2F4	-2.156	0.9845	-1.99	0.475	0.686	0.8605
PYGO2	-1.242	0.8929	-0.514	0.393	0.686	0.8605
E2F3	-0.538	0.7045	-1.981	0.411	0.686	0.8605
FOXM1	-5.362	1	-2.552	0.545	0.686	0.861
FOXK1	-1.485	0.9312	-0.845	0.414	0.688	0.8629
ZNF558	-0.999	0.841	-1.65	0.416	0.688	0.8634
ORC1	-0.773	0.7803	-1.602	0.399	0.688	0.8639
PHF2	-0.758	0.7759	-1.928	0.414	0.689	0.8648
ZNF644	-1.051	0.8533	-1.488	0.409	0.691	0.8671
HMGN1	-0.787	0.7844	-1.611	0.398	0.692	0.868
MAFB	-0.877	0.8099	-1.43	0.393	0.692	0.868
ID3	-0.941	0.8268	-1.572	0.406	0.692	0.8685
GTF2F1	-1.3	0.9032	-2.265	0.457	0.692	0.8685
ZNF138	-1.074	0.8586	-0.555	0.381	0.692	0.8685
ZBTB33	-3.191	0.9993	-2.113	0.493	0.694	0.8713
WDR5	-1.295	0.9023	-2.145	0.45	0.694	0.8713
APOBEC3B	-0.957	0.8307	-1.113	0.389	0.694	0.8713
BTAF1	-0.861	0.8055	-1.513	0.394	0.695	0.8722
ARRB1	-1.3	0.9032	-0.571	0.393	0.696	0.8731
AGO1	-1.239	0.8923	-1.057	0.404	0.696	0.874
ZNF335	-0.473	0.682	-2.412	0.425	0.696	0.874
ZNF143	-3.317	0.9995	-2.268	0.506	0.697	0.8744
ZNF610	-1.199	0.8847	-2.469	0.458	0.697	0.8753
FAM208A	-0.923	0.8221	-1.787	0.409	0.7	0.8779
ELK3	-0.758	0.7757	-1.749	0.4	0.7	0.8779
ZNF48	-1.294	0.9022	-0.214	0.364	0.704	0.8836
WHSC1	-1.231	0.8908	-0.938	0.393	0.705	0.8844
TBL1X	-0.567	0.7148	-2.103	0.41	0.706	0.8857
ZNF274	-1.663	0.9519	-0.013	0.384	0.708	0.8877
SPIN1	-0.816	0.7928	-1.733	0.396	0.708	0.8877
ZNF146	-1.36	0.913	-1.605	0.418	0.708	0.8882
ZNF16	-1.509	0.9344	-0.831	0.402	0.709	0.8886
CREB3L4	-1.042	0.8512	-1.194	0.384	0.712	0.8922
EMX1	-0.947	0.8283	-2.437	0.437	0.712	0.893
ZNF197	-0.994	0.84	-1.71	0.403	0.715	0.8962
ZNF671	-0.78	0.7822	-1.914	0.399	0.716	0.8966
BRCA1	-2.333	0.9902	-2.096	0.467	0.718	0.899
KLF1	-1.821	0.9657	-2.664	0.479	0.72	0.9009
LRWD1	-1.43	0.9237	-0.044	0.347	0.72	0.9009
POU2F1	-1.4	0.9192	-0.22	0.352	0.72	0.9016
DNMT3B	-2.05	0.9798	-1.731	0.441	0.721	0.902
BCL11B	-1.649	0.9504	-1.728	0.428	0.724	0.9054
SP4	-0.937	0.8256	-2.387	0.428	0.725	0.9065
ZNF394	-0.601	0.7262	-2.659	0.421	0.727	0.9079
AFF4	-2.494	0.9937	-1.864	0.452	0.727	0.9087
ZNF711	-0.933	0.8245	-1.733	0.39	0.728	0.9097
BRD2	-2.128	0.9833	-2.121	0.459	0.729	0.9105
ZKSCAN1	-1.868	0.9691	-1.887	0.439	0.731	0.9122
HES1	-1.509	0.9343	-1.549	0.409	0.732	0.9133
ASXL1	-0.6	0.7256	-2.313	0.408	0.732	0.9136
ZXDC	-1.147	0.8744	-1.278	0.376	0.733	0.9147
ZNF701	-1.122	0.8691	-1.402	0.378	0.734	0.9154
DROSHA	-0.858	0.8047	-2.551	0.423	0.736	0.9171
SOX10	-1.343	0.9103	-0.613	0.358	0.736	0.9171
SIN3A	-2.227	0.987	-2.371	0.471	0.736	0.9174
ZKSCAN8	-1.313	0.9054	-1.562	0.396	0.738	0.9187
GATAD1	-1.405	0.92	-1.916	0.418	0.738	0.9191
ZNF430	-1.442	0.9253	-0.383	0.346	0.739	0.9201
AEBP2	-1.624	0.9478	-0.852	0.388	0.742	0.9224
ZNF189	-0.599	0.7255	-2.508	0.408	0.742	0.9227
ZMIZ1	-1.026	0.8475	-1.974	0.402	0.742	0.9227
ETS2	-1.743	0.9593	-1.747	0.424	0.742	0.923
ZNF682	-0.916	0.8201	-2.258	0.412	0.743	0.9233
PRAME	-0.842	0.8	-2.067	0.395	0.743	0.924
ZFP37	-0.646	0.741	-2.84	0.417	0.744	0.9243
SREBF1	-2.187	0.9856	-2.057	0.448	0.745	0.9252
ZIC2	-1.035	0.8497	-1.707	0.384	0.745	0.9256
ORC2	-1.033	0.8492	-1.713	0.384	0.746	0.9259
RAD51	-1.743	0.9593	-1.29	0.404	0.748	0.9277
CENPC	-1.595	0.9447	-0.219	0.317	0.748	0.9277
ZBTB7A	-2.037	0.9792	-2.354	0.458	0.749	0.9287
ZNF207	-2.528	0.9943	-0.302	0.391	0.749	0.9287
GABP	-1.161	0.8771	-2.135	0.414	0.75	0.9296
DPF1	-1.184	0.8818	-2.203	0.417	0.75	0.9299
ZFP41	-1.756	0.9605	-0.438	0.372	0.751	0.9302
RPE	-1.582	0.9431	-1.9	0.418	0.752	0.9317
SIX4	-1.512	0.9347	-0.491	0.334	0.753	0.932
KLF8	-0.851	0.8027	-2.674	0.416	0.755	0.9337
HEY1	-1.051	0.8533	-2.299	0.416	0.756	0.9349
CHD1	-3.125	0.9991	-2.307	0.463	0.758	0.936
CBFA2T2	-1.133	0.8714	-1.673	0.377	0.758	0.9366
ZNF692	-0.751	0.7736	-2.863	0.412	0.759	0.9369
BANP	-1.601	0.9453	-1.498	0.394	0.759	0.9372
CTBP2	-1.328	0.9079	-2.429	0.429	0.759	0.9372
GRHL1	-1.314	0.9056	-1.3	0.362	0.76	0.938
POLR2AphosphoS5	-1.512	0.9347	-2.193	0.425	0.761	0.9386
NRF1	-4.82	1	-2.225	0.458	0.766	0.9421
TSHZ1	-1.144	0.8737	-2.079	0.4	0.766	0.9426
C17orf49	-1.014	0.8447	-2.245	0.405	0.767	0.9434
GPS2	-0.813	0.7918	-2.399	0.396	0.77	0.9452
CREB3	-1.551	0.9395	-1.445	0.381	0.77	0.9455
KAT5	-1.854	0.9681	-1.789	0.414	0.772	0.9468
AUTS2	-0.927	0.8229	-2.227	0.391	0.774	0.9478
NR2C2	-3.795	0.9999	-2.041	0.44	0.776	0.9495
HOXA6	-0.965	0.8328	-2.164	0.388	0.778	0.9507
ZNF528	-0.731	0.7677	-3.029	0.401	0.78	0.9519
GTF2A2	-1.364	0.9138	-1.532	0.356	0.78	0.9521
NONO	-2.033	0.979	-0.557	0.358	0.78	0.9524
KMT2D	-3.213	0.9993	-1.912	0.429	0.781	0.9528
ZNF837	-1.685	0.954	-1.598	0.39	0.783	0.9542
ZXDB	-0.934	0.8249	-2.823	0.406	0.784	0.9544
HLTF	-1.421	0.9223	-1.853	0.389	0.784	0.9547
MRE11A	-1.414	0.9213	-1.946	0.391	0.785	0.9556
ZBTB8A	-0.964	0.8325	-2.775	0.406	0.786	0.9558
CTBP1	-1.902	0.9714	-1.535	0.392	0.786	0.956
USP49	-1.689	0.9544	-0.634	0.275	0.788	0.9569
ZSCAN29	-1.391	0.9179	-2.096	0.4	0.788	0.9571
ATF1	-2.799	0.9974	-2.225	0.439	0.789	0.9575
INO80	-2.3	0.9893	-2.225	0.435	0.789	0.9578
FOXG1	-1.243	0.893	-1.845	0.369	0.791	0.9588
TFDP1	-2.191	0.9858	-1.992	0.421	0.793	0.9599
RBBP5	-2.138	0.9837	-2.544	0.441	0.794	0.9605
IRAK1	-0.93	0.8237	-2.454	0.39	0.795	0.9611
CBX1	-1.259	0.896	-2.573	0.412	0.795	0.9613
ZNF639	-2.241	0.9875	-2.101	0.426	0.795	0.9613
ELK1	-3.233	0.9994	-1.975	0.425	0.796	0.9619
ZFP2	-1.04	0.8509	-3.149	0.41	0.797	0.9623
ZNF101	-1.398	0.919	-3.231	0.425	0.797	0.9623
GLIS2	-1.069	0.8575	-2.737	0.406	0.797	0.9623
ETV7	-1.273	0.8984	-1.885	0.366	0.797	0.9625
L3MBTL4	-0.946	0.828	-2.449	0.389	0.799	0.9633
IRF3	-1.694	0.9549	-1.906	0.397	0.799	0.9635
TGIF2	-1.185	0.8821	-2.641	0.406	0.8	0.9639
GREB1	-3.156	0.9992	-0.64	0.367	0.8	0.9641
SETX	-0.913	0.8193	-2.696	0.391	0.801	0.9645
NELFE	-5.93	1	-2.164	0.437	0.802	0.9649
ZNF24	-2.23	0.9871	-2.099	0.423	0.802	0.9649
E2F8	-1.201	0.8852	-2.05	0.372	0.802	0.9651
ZNF260	-1.261	0.8964	-1.974	0.367	0.803	0.9656
ZNF83	-1.497	0.9329	-2.179	0.402	0.803	0.9658
MIER1	-1.511	0.9346	-1.996	0.389	0.806	0.9671
FXR1	-1.21	0.8869	-2.049	0.371	0.806	0.9671
ZNF740	-1.427	0.9232	-2.284	0.404	0.808	0.968
THAP1	-1.056	0.8544	-2.284	0.383	0.808	0.968
ZNF239	-1.65	0.9505	-1.762	0.381	0.809	0.9686
ZNF414	-1.093	0.8629	-3.339	0.406	0.809	0.9686
ZSCAN2	-1.573	0.9422	-1.512	0.322	0.81	0.9689
WT1	-1.126	0.8699	-2.681	0.398	0.812	0.97
RARG	-2.031	0.9789	-1.63	0.384	0.812	0.9701
CBX4	-0.907	0.8178	-3.368	0.391	0.812	0.9703
MBTD1	-1.043	0.8514	-2.406	0.384	0.814	0.9711
ZNF501	-1.122	0.8691	-3.435	0.404	0.817	0.9723
DLX1	-1.276	0.8991	-2.078	0.366	0.819	0.9731
FOXD2	-1.226	0.89	-2.159	0.37	0.819	0.9734
MYCN	-2.725	0.9968	-2.333	0.429	0.82	0.9736
TAF7	-2.486	0.9935	-2.275	0.425	0.82	0.9736
HINFP	-1.575	0.9423	-2.163	0.393	0.82	0.9737
NCOA1	-1.694	0.9549	-1.836	0.378	0.82	0.9739
SP3	-1.186	0.8822	-2.877	0.399	0.821	0.9741
SREBF2	-1.363	0.9135	-1.987	0.356	0.821	0.9742
HCFC1	-3.205	0.9993	-2.235	0.425	0.821	0.9744
KLF3	-1.456	0.9274	-1.831	0.343	0.821	0.9744
